item,title,description,img_url,product_url,latitude,longitude,price,delivery,dates,extended_attributes,seller_names,new_row
m2142691944,pentax ME (optioneel met Petri 35mm lens),Pentax me (optioneel met petri 35mm lens),https://images.marktplaats.com/api/v1/listing-mp-p/images/34/34ce68aa-d334-41d0-aedf-c1a84a4f7f44?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2142691944,51.506143963076,5.7514875175815,0.0,Ophalen of Verzenden,2 aug 24,Ophalen of Verzenden,S.,False
m2175485085,Pentacon Six TL - Pentax Spotmatic F - Fujifilm,"Ik verkoop enkele camera's , objectieven en filmrollen om mijn collectie uit te dunnen. Alles functioneert naar behoren. Objec",https://images.marktplaats.com/api/v1/listing-mp-p/images/72/72ec37e8-cae3-426c-a177-5dcfd0f14c1f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2175485085,51.848222499183,5.8609801371872,0.0,Ophalen of Verzenden,10 okt 24,Ophalen of Verzenden,JMB,False
m2149945810,"Pentax K1000, Praktica en lenzen en flitsers",Doe een leuk serieus bod,https://images.marktplaats.com/api/v1/listing-mp-p/images/49/49d62240-691e-4241-b070-542dc749fa0d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2149945810,52.495029699909,4.9710591456483,0.0,Ophalen of Verzenden,26 aug 24,Ophalen of Verzenden,R.Navis,False
m2162929575,Pentax spotmatic,Pentax spotmatic ik verkoop dit omdat ik er geen verstand van heb gevonden bij me opa op de zolder,https://images.marktplaats.com/api/v1/listing-mp-p/images/db/dbdd572b-69f6-44e4-83e6-45f907ae9017?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2162929575,51.580236618841,4.3178249347359,0.0,Ophalen,23 sep 24,Ophalen,jg,False
m2143973263,Pentax Spotmatic SP,"Nog prima functionerende prachtige zwarte spotmatic, zestiger jaren, vintage, voorzien van nieuwe batterij en functionerende licht",https://images.marktplaats.com/api/v1/listing-mp-p/images/3e/3e566e05-9ab6-47c4-9d3e-a3e1ff85d61c?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2143973263,51.991801547235,5.8363451993102,0.0,Ophalen of Verzenden,5 aug 24,Ophalen of Verzenden,Ardri,False
m2156519510,Pentax ME Film Camera & Pentax-M 50mm f1.7 Lens - needs fix,I got this in a bundle a while ago and had good intentions for it but i no longer have the means to. The camera seems to be in a w,https://images.marktplaats.com/api/v1/listing-mp-p/images/54/548f7e0e-eef9-4989-ac4c-5494890fd718?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2156519510,53.185903347423,5.807698481502,0.0,Ophalen of Verzenden,10 sep 24,Ophalen of Verzenden,L.Koster,False
m2139433624,Pentax spotmatic sp2 met Görlitz osteron 50mm 1.8,Pentax sp2 met meyer görlitz lens. Camera is in werkende staat tijden zijn oké zoeker is een beetje stoffig meter is niet getest.l,https://images.marktplaats.com/api/v1/listing-mp-p/images/04/040529dc-7fc3-4a32-beca-a51d9f447701?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2139433624,52.634521105311,4.7366364856644,0.0,Ophalen,23 jul 24,Ophalen,Abulafia,False
m2180652367,mamiya cwp analoge camera,"Mamiya cwp analoge camera met mamiya f 50mm, 1:2 lens. Ik verkoop deze camera omdat hij niet meer gebruikt wordt.",https://images.marktplaats.com/api/v1/listing-mp-p/images/86/86836e26-d34f-4084-8ab0-acc22e08a5fc?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180652367,52.03584924003,4.2799550664313,0.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,Petervdn,False
m2180971325,Mamiya C330 met Mamiya-Sekor F135mm 1:4.5,"Middenformaat analoge camera van mamiya voor de liefhebber. De camera komt niet met standaard lens maar met de 135mm, perfect voor",https://images.marktplaats.com/api/v1/listing-mp-p/images/6c/6c59da10-5e7a-4222-bc64-12a4eb12a66f?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2180971325,52.390564485586,4.8741046428462,275.0,Ophalen of Verzenden,Vandaag,Ophalen of Verzenden,FotoFanatiek,False
m2178199275,Mamiya RB67,Camera in working condition. Selling because have another camera.,https://images.marktplaats.com/api/v1/listing-mp-p/images/9b/9b0f0445-4d8e-4fca-8f84-ea1c08fe8ca9?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2178199275,52.385465841726,4.8519631333795,600.0,Ophalen,14 okt 24,Ophalen,Anna,False
a1504298770,NIEUW: Breng film analoog oude cameras. Direct uitbetaald.,Analogue zoekt tweedehands camera's! Bij analogue zijn we gespecialiseerd in de inkoop van hoogwaardige tweedehands fotoappara,https://mp.images.icas.io/api/v1/a6519ad0/images/2c/2ccd3974-8017-492d-9109-deb14f7bbbae?rule=eps_82.JPG,https://link.marktplaats.nl/a1504298770,52.371463775634766,4.903913974761963,0.0,,14 okt 24,Gebruikt,Analogue Amsterdam,False
